Date,ITC.NS,HINDUNILVR.NS,ICICIBANK.NS,HDFCBANK.NS,BHARTIARTL.NS,RELIANCE.NS,TCS.NS,Other
2025-07-04,0.15275464009790138,0.13727000493597102,0.12830534440611308,0.1166224524541805,0.05901430890106787,0.09046393366536336,0.06516718812755681,0.16183676579732237
2025-07-07,0.15333953543753062,0.14075546156878785,0.12705409322057767,0.11594540739371499,0.05921399383515148,0.09086172689643741,0.06469720440387011,0.15997516758445832
2025-07-08,0.15350465817829598,0.13952028477407613,0.12742752160906562,0.11659371945242383,0.05901518777483541,0.09050108710326714,0.06449971311555204,0.16088560089833706
2025-07-09,0.15434783210712896,0.14132444589078233,0.12654756076738413,0.11717625157204921,0.0587215733982716,0.08941519100016361,0.06408191182392572,0.1603022606397721
2025-07-10,0.1542564604867424,0.14124207070578523,0.12656825067028007,0.11754435602602671,0.05743889771871848,0.08981307633191273,0.0644091504320775,0.16012569780918373
2025-07-11,0.1543994984447296,0.14791822768245028,0.12650509169777993,0.1163478043286672,0.056252199762974214,0.08860346463113904,0.062265114641231294,0.15899158894841878
2025-07-14,0.15571779475335026,0.14807984180688058,0.12689236209166313,0.11657262614515251,0.05635145330783713,0.08812297053700227,0.06158006647808826,0.15774084949840822
2025-07-15,0.15589672231415933,0.1479045664770581,0.12691744672950606,0.11669100779421257,0.056443446123752516,0.08776033453714843,0.06181909573086858,0.15807061789173893
2025-07-16,0.15650083536468198,0.14706025474377832,0.12626958978624894,0.11650015888347061,0.056398442224833874,0.0875934797135249,0.06153717994224215,0.15980136738786285
2025-07-17,0.15700101207080192,0.14729867016362325,0.1261825029579134,0.11650052133014475,0.05646939860275007,0.08746315053969501,0.061371452931622834,0.15893421016125137
2025-07-18,0.1571501577574442,0.14666709487486887,0.12729477508614068,0.11520592983877277,0.05630142821341929,0.08777095457338427,0.06123363551666214,0.1592380890540019
2025-07-21,0.156033187902581,0.1450893476118365,0.13075544416924129,0.1176432163447112,0.05649653340131122,0.08488054773032222,0.06057392701535137,0.1594428760130127
2025-07-22,0.1548344362923959,0.14626663647820004,0.1317269352963858,0.11827889434612136,0.05654386395131069,0.08411784783951101,0.06072788707107034,0.15820942267445837
2025-07-23,0.15396012763982797,0.14408585874946708,0.13265121743416383,0.11891904342025786,0.05746059912998964,0.08455487713102851,0.06091138763984305,0.15842011150917562
2025-07-24,0.15320254838296524,0.14437934899459576,0.13314170660969396,0.11917954059159595,0.0576459700793946,0.08386776374813246,0.06075074564600352,0.15813069657789655
2025-07-25,0.15390016308701493,0.1438971515189267,0.13335886458754637,0.11960860710251983,0.05804017529795773,0.08368933126994578,0.06087254051408419,0.15637941340116074
2025-07-28,0.15416479679162753,0.14553039832810458,0.13444594852217284,0.11990093422167583,0.0566427240410705,0.08348429242648153,0.05980550034676521,0.15570417911525164
2025-07-29,0.15305583856996494,0.1457091036065904,0.13375468305301205,0.12024019138901422,0.057270849176287254,0.0849463428414256,0.059135209287236326,0.15587544080208815
2025-07-30,0.15262970258103528,0.14464504850903168,0.13331869447668498,0.12040510618656905,0.05765712077812371,0.08446718071118577,0.05904713326807335,0.15785861193895728
2025-07-31,0.1774880681656442,0.14919556944137125,0.13285253078594184,0.11961464487416783,0.09491646837828677,0.0830399743610716,0.0585564493964836,0.14173470715790712
2025-08-01,0.1796879310572496,0.15133867454401986,0.13216566389625456,0.11943255328160024,0.09356987808945955,0.08337016337689021,0.057988949089238545,0.13977195368925285
2025-08-04,0.17940483641233188,0.15036411348621556,0.1310783117877413,0.1179340449670654,0.09482859055664639,0.08422102427438524,0.05921729658905848,0.1403750285514482
2025-08-05,0.17914388004547152,0.15058956394162326,0.13004828650989395,0.11767339800648101,0.09616419972365081,0.08345939881070254,0.0593133944815548,0.14080518813564524
2025-08-06,0.17857437046785452,0.15094775718994574,0.13023917795446024,0.1183705352106701,0.09625396812822865,0.0836943197691136,0.05882040133019628,0.14019947902670898
2025-08-07,0.1793041351093701,0.14990055428612986,0.12996775230696145,0.11899680158485944,0.09591922126148476,0.08350691184547501,0.05911751217932408,0.1403677172990398
2025-08-08,0.18114875767788394,0.14997939148312844,0.13061945795642926,0.11866742492706643,0.09347676458823828,0.08287408335140861,0.05938867673004187,0.14056784472388728
2025-08-11,0.18096363519581077,0.15016203670661113,0.12981360155887903,0.11917372406992056,0.092794847129604,0.08343008730418629,0.05907901289249465,0.14158266875660558
2025-08-12,0.18167185242833728,0.1488571568278989,0.1301486646584214,0.11824119804024712,0.09291336247076289,0.08350632758761938,0.05927600097994631,0.14215411778361486
2025-08-13,0.18042349480066594,0.14931376705942476,0.12984698085811835,0.11869006954782998,0.09363369275245328,0.08351600604826497,0.05920414922471542,0.14219351468275335
2025-08-14,0.17926546369943436,0.14844320087391494,0.13043852347676735,0.11933509058844792,0.09395279998518391,0.08331428994519433,0.058931976583772874,0.1431303635367209
2025-08-18,0.17617806441382797,0.15294701803853591,0.1304808813238901,0.11951202055536973,0.0944282559581286,0.0833940709777039,0.05843573656514696,0.1416307274025625
2025-08-19,0.1762975851114672,0.1541754725837465,0.1298294142850242,0.11803355734340457,0.0947084990777175,0.08518285737322107,0.058171584158416716,0.14086241827321644
